t,spd scale,shoulder_pan_joint pos,shoulder_lift_joint pos,elbow_joint pos,wrist_1_joint pos,wrist_2_joint pos,wrist_3_joint pos,shoulder_pan_joint vel,shoulder_lift_joint vel,elbow_joint vel,wrist_1_joint vel,wrist_2_joint vel,wrist_3_joint vel,shoulder_pan_joint acc,shoulder_lift_joint acc,elbow_joint acc,wrist_1_joint acc,wrist_2_joint acc,wrist_3_joint acc,shoulder_pan_joint effort,shoulder_lift_joint effort,elbow_joint effort,wrist_1_joint effort,wrist_2_joint effort,wrist_3_joint effort,act human j0 x, y, z,act human j1 x, y, z,act human j2 x, y, z,act human j3 x, y, z,act human j4 x, y, z,act human j5 x, y, z,act human j6 x, y, z,act human j7 x, y, z,act human j8 x, y, z,act human j9 x, y, z,act human j10 x, y, z,act human j11 x, y, z,act human j12 x, y, z,act human j13 x, y, z,act human j14 x, y, z,act human j15 x, y, z,act human j16 x, y, z,act human j17 x, y, z,act human j18 x, y, z,act human j19 x, y, z,act human j20 x, y, z,act human j21 x, y, z,act human j22 x, y, z,act human j23 x, y, z,act human j24 x, y, z,act human j25 x, y, z,act human j26 x, y, z,act human j27 x, y, z,act human j28 x, y, z,act human j29 x, y, z,act human j30 x, y, z,act human j31 x, y, z,act human j32 x, y, z,act human j33 x, y, z,act human j34 x, y, z,act human j35 x, y, z,act human j36 x, y, z,act human j37 x, y, z,act human j38 x, y, z,act human j39 x, y, z,act human j40 x, y, z,act human j41 x, y, z,act human j42 x, y, z,act human j43 x, y, z,act human j44 x, y, z,act human j45 x, y, z,act human j46 x, y, z,act human j47 x, y, z,act human j48 x, y, z,act human j49 x, y, z,act human j50 x, y, z,act human j51 x, y, z,act human j52 x, y, z,act human j53 x, y, z,act human j54 x, y, z,act human j55 x, y, z,act human j56 x, y, z,act human j57 x, y, z,skel pt 0 x, y, z,skel pt 1 x, y, z,skel pt 2 x, y, z,skel pt 3 x, y, z,skel pt 4 x, y, z,skel pt 5 x, y, z,skel pt 6 x, y, z,skel pt 7 x, y, z,skel pt 8 x, y, z,skel pt 9 x, y, z,skel pt 10 x, y, z,skel pt 11 x, y, z,skel pt 12 x, y, z,skel pt 13 x, y, z,skel pt 14 x, y, z,pred pelvis x, y, z,pred spine top x, y, z,pred head top x, y, z,pred l shoulder x, y, z,pred l elbow x, y, z,pred l wrist x, y, z,pred r shoulder x, y, z,pred r elbow x, y, z,pred r wrist x, y, z,plan time,min sep dist, tip speed
0.0167519,100,-0.313962,-1.84913,1.86655,-1.56983,1.56942,1.88323,0.00840661,-0.00464086,-0.00205515,0.0365109,-0.127191,-0.167827,-2.98483,1.67098,0.727927,-13.0821,45.5894,60.1256,0,0,0,0,0,0,0.557761,-0.0230897,1.06293,0.741242,-0.135178,1.58974,0.579106,-0.142371,1.7799,0.785798,0.0336558,1.60135,0.805276,0.177057,1.35583,0.432676,-0.112439,1.19041,0.696685,-0.304012,1.57813,0.569708,-0.495173,1.40914,0.142037,-0.244394,1.34427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.69608,-0.169782,1.06389,0.903993,-0.265176,1.58488,0.799273,-0.120314,1.75966,0.948045,-0.107774,1.5983,0.937976,0.0470747,1.35925,0.683567,-0.252018,1.28296,0.859941,-0.422579,1.57147,0.859541,-0.497459,1.29648,0.651263,-0.157212,1.26729,24.2879,0.198341,0.0395808
0.0341504,100,-0.313644,-1.8493,1.86647,-1.56852,1.56484,1.87718,0.0290298,-0.0143028,-0.00722813,0.117268,-0.407353,-0.53963,-13.8157,6.90531,3.43247,-56.3128,195.685,259.096,0,0,0,0,0,0,0.557761,-0.0230897,1.06293,0.741242,-0.135178,1.58974,0.579106,-0.142371,1.7799,0.785798,0.0336558,1.60135,0.805276,0.177057,1.35583,0.432676,-0.112439,1.19041,0.696685,-0.304012,1.57813,0.569708,-0.495173,1.40914,0.142037,-0.244394,1.34427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.69608,-0.169782,1.06389,0.903993,-0.265176,1.58488,0.799273,-0.120314,1.75966,0.948045,-0.107774,1.5983,0.937976,0.0470747,1.35925,0.683567,-0.252018,1.28296,0.859941,-0.422579,1.57147,0.859541,-0.497459,1.29648,0.651263,-0.157212,1.26729,24.2879,0.2081,0.12788
0.050095,100,-0.312871,-1.84965,1.86627,-1.56554,1.55453,1.86347,0.0542543,-0.0234457,-0.013759,0.202365,-0.700554,-0.932429,-25.6409,11.2454,6.49005,-96.4816,334.134,444.489,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.2081,0.222231
0.0676166,100,-0.311781,-1.85009,1.86599,-1.56164,1.54104,1.84548,0.0781934,-0.0299636,-0.0201216,0.272084,-0.938886,-1.2552,-37.7058,14.6708,9.68597,-132.337,456.848,610.416,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.207275,0.300761
0.0833947,100,-0.31028,-1.85062,1.8656,-1.55662,1.52375,1.8223,0.105264,-0.0356068,-0.027448,0.342088,-1.17645,-1.58019,-50.8648,17.4811,13.2423,-166.71,573.567,769.945,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.207275,0.380749
0.100082,100,-0.308062,-1.85131,1.86502,-1.54972,1.50007,1.7904,0.138563,-0.0404489,-0.0366202,0.417463,-1.42984,-1.93131,-66.8643,19.8496,17.6461,-203.141,696.094,939.626,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.205709,0.468407
0.116761,100,-0.305586,-1.85198,1.86436,-1.54254,1.47554,1.75716,0.168558,-0.0428173,-0.0450342,0.475167,-1.62123,-2.20143,-82.1535,21.2449,21.9205,-233.515,797.127,1081.67,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.205709,0.537152
0.133425,96,-0.302604,-1.85268,1.86356,-1.53445,1.44799,1.71964,0.197595,-0.0432492,-0.053321,0.521509,-1.77209,-2.41981,-97.2546,21.7005,26.2126,-258.797,879.854,1200.59,0,0,0,0,0,0,0.554458,-0.0215841,1.05116,0.731552,-0.136283,1.57959,0.571362,-0.137947,1.77152,0.780446,0.0313752,1.59077,0.801916,0.175736,1.34598,0.433339,-0.116418,1.17628,0.682659,-0.303942,1.56841,0.543103,-0.500562,1.41646,0.0982218,-0.278989,1.36181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321, , , , , , , , , , , , , , , , , , ,0.690316,-0.15959,1.06027,0.897585,-0.258528,1.58085,0.814817,-0.0991897,1.75481,0.937265,-0.100015,1.59483,0.930396,0.054132,1.35521,0.689359,-0.253135,1.26868,0.857906,-0.41704,1.56688,0.864192,-0.48909,1.29121,0.645631,-0.157326,1.2447,24.2879,0.269845,0.594123
0.150063,96,-0.298723,-1.85345,1.86251,-1.52461,1.41466,1.67396,0.228342,-0.0418176,-0.0622399,0.560922,-1.8969,-2.60731,-112.402,21.0089,30.6053,-278.283,941.593,1293.27,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321, , , , , , , , , , , , , , , , , , ,0.694348,-0.162665,1.05531,0.694348,-0.162665,1.62431,0.594984,-0.0104842,1.79597,0.733132,-0.00393407,1.63832,0.716924,0.145473,1.39617,0.475378,-0.155466,1.29085,0.655565,-0.321396,1.6103,0.665699,-0.391489,1.33424,0.433507,-0.0704777,1.27912,24.2879,0.269845,0.644674
0.16683,92,-0.294848,-1.85409,1.86145,-1.51542,1.38366,1.6312,0.241575,-0.0373376,-0.0663727,0.558124,-1.87915,-2.5985,-118.622,18.736,32.5607,-276.114,930.165,1285.26,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554301,-0.0268383,1.05113,0.724571,-0.144058,1.58125,0.569093,-0.135967,1.77685,0.782292,0.0208573,1.59106,0.804997,0.163086,1.34513,0.426583,-0.116694,1.17623,0.666851,-0.308974,1.57144,0.505287,-0.516434,1.46152,0.0305366,-0.367177,1.41321, , , , , , , , , , , , , , , , , , ,0.694348,-0.162665,1.05531,0.694348,-0.162665,1.62431,0.594984,-0.0104842,1.79597,0.733132,-0.00393407,1.63832,0.716924,0.145473,1.39617,0.475378,-0.155466,1.29085,0.655565,-0.321396,1.6103,0.665699,-0.391489,1.33424,0.433507,-0.0704777,1.27912,24.2879,0.267535,0.646485
