0,-0.172633,0.910949,-0.0312108,0.996136,-0.084267,0.023389,-0.00802579,0.959551,0.177708,-0.218343,-0.00287073,0.707084,0.177284,0.684541,-0.00261647,0.268709,0.150161,-0.951445,0.000193503,0.708888,0.472421,0.523718,-0.00391294,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.1,-0.172212,0.912281,-0.0308024,0.997024,-0.0720697,0.0210534,-0.0104594,0.961609,0.176541,-0.209857,-0.00270381,0.708212,0.163341,0.686663,-0.00158112,0.264611,0.152553,-0.95219,-0.00252119,0.70382,0.476265,0.526964,-0.00676779,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.2,-0.171791,0.913614,-0.0303941,0.997911,-0.0598724,0.0187177,-0.0128929,0.963666,0.175373,-0.201372,-0.0025369,0.709341,0.149398,0.688786,-0.000545769,0.260514,0.154945,-0.952934,-0.00523589,0.698751,0.480109,0.53021,-0.00962265,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.3,-0.170108,0.915729,-0.0329594,0.998186,-0.0543501,0.0193943,-0.0161981,0.964782,0.173016,-0.198083,-0.00318547,0.710359,0.145467,0.688641,-0.000228585,0.247108,0.162733,-0.954985,-0.00761648,0.677333,0.498206,0.539851,-0.0103262,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.4,-0.168064,0.918069,-0.0363742,0.998286,-0.0507349,0.0209316,-0.0197522,0.965629,0.170319,-0.196279,-0.00406703,0.711346,0.144397,0.687848,-0.000116591,0.231042,0.172064,-0.95741,-0.00990161,0.651244,0.520375,0.551319,-0.010415,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.5,-0.163702,0.919287,-0.0370802,0.998477,-0.0454582,0.0212506,-0.0219838,0.966399,0.174975,-0.18746,-0.00446552,0.711418,0.147537,0.687079,0.000165991,0.224814,0.180737,-0.95739,-0.0050559,0.620093,0.54308,0.564471,-0.00853518,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.6,-0.157486,0.919608,-0.035619,0.998741,-0.0388523,0.0205951,-0.0231573,0.967106,0.185515,-0.173029,-0.00447755,0.710758,0.154046,0.686329,0.000585045,0.226456,0.188886,-0.955415,0.00549448,0.584894,0.566212,0.578971,-0.00508035,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.7,-0.15198,0.921747,-0.0336855,0.999058,-0.031355,0.0184511,-0.0209072,0.967468,0.196344,-0.158863,-0.00337962,0.709485,0.147463,0.688594,0.000786662,0.22665,0.207387,-0.95101,0.0131236,0.550778,0.587909,0.591672,-0.00137711,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.8,-0.147897,0.92752,-0.0308074,0.999482,-0.0220746,0.0133298,-0.0118098,0.96714,0.207753,-0.145224,-6.17862e-05,0.706987,0.1147,0.696887,0.000553403,0.223945,0.246592,-0.941744,0.0149102,0.518829,0.606734,0.600777,0.00282295,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
0.9,-0.143043,0.932819,-0.0280566,0.999836,-0.0148507,0.008509,-0.00369961,0.966919,0.21647,-0.134591,0.00326782,0.705138,0.0833319,0.70406,0.00170148,0.222127,0.287301,-0.931149,0.0173385,0.487108,0.626115,0.608536,0.00577258,0.28435,-0.36306,0.887317,0,0.714854,0.273645,-0.643508,0,
